FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
1500|Black Creek|Stream|AZ|04|Apache|001|351600N|1091402W|35.2666917|-109.2339842|355455N|1090150W|35.9152895|-109.0306499|1829|6001|Houck|02/08/1980|
8950|Old Horseshoe Canyon|Valley|AZ|04|Cochise|003|322402N|1090248W|32.4006337|-109.0467247|322325N|1090408W|32.3902778|-109.0688889|1404|4606|Engine Mountain|02/08/1980|
3334|Cottonwood Creek|Stream|AZ|04|Cochise|003|312143N|1091539W|31.3619444|-109.2608333|313056N|1090305W|31.5156564|-109.0514448|1153|3783|San Bernardino Ranch|02/08/1980|08/21/2009
25413|Tige Canyon|Valley|NM|35|Catron|003|333330N|1085909W|33.5583899|-108.9859021|333148N|1090302W|33.5300566|-109.0506261|1756|5761|Saliz Pass|02/01/1992|
10081|Red Lake|Reservoir|NM|35|McKinley|031|355542N|1090227W|35.9284297|-109.0408581|||||2156|7073|Buell Park|02/08/1980|06/27/2013
12079|Sycamore Creek|Stream|AZ|04|Cochise|003|312633N|1090803W|31.442602|-109.1342241|312654N|1090231W|31.4484359|-109.0419993|1337|4386|Million Dollar Tank|02/08/1980|
34867|Stone Creek|Stream|AZ|04|Apache|001|334955N|1090142W|33.831997|-109.0284067|335437N|1090459W|33.9103294|-109.0831321|2264|7428|Luna Lake|02/08/1980|
3798|Deer Creek|Stream|AZ|04|Cochise|003|314116N|1090617W|31.6877778|-109.1047222|313712N|1090208W|31.6200989|-109.0356122|1325|4347|Skull Canyon|02/08/1980|08/21/2009
3520|Coyote Wash|Stream|AZ|04|Apache|001|360632N|1090946W|36.1088952|-109.1628769|360452N|1090856W|36.0811111|-109.1488889|2158|7080|White Clay|02/08/1980|
13588|Whiskey Creek|Stream|AZ|04|Apache|001|360720N|1090929W|36.1222283|-109.1581546|361349N|1085634W|36.2302834|-108.9428717|2079|6821|White Clay|02/08/1980|06/28/2010
3306|Cottonwood Canyon|Valley|AZ|04|Apache|001|342532N|1090048W|34.4255994|-109.0134148|341500N|1090202W|34.25|-109.0338889|1925|6316|Mesa Parada|02/08/1980|
22057|Geronimo Trail|Trail|AZ|04|Cochise|003|312058N|1093032W|31.349547|-109.5089551|||||1261|4137|Douglas|06/27/1984|
25450|Doubtful Canyon|Valley|AZ|04|Cochise|003|322104N|1090514W|32.3511111|-109.0872222|322121N|1085627W|32.3559134|-108.94089|1674|5492|Doubtful Canyon|02/08/1980|12/13/2010
1501|Black Creek Valley|Valley|AZ|04|Apache|001|353306N|1090531W|35.551687|-109.0920374|355455N|1090148W|35.9152895|-109.0300943|2013|6604|Hunters Point|02/08/1980|
8080|Millsite Canyon|Valley|AZ|04|Cochise|003|322322N|1090149W|32.3895229|-109.0303355|322245N|1090318W|32.3791667|-109.055|1400|4593|Engine Mountain|02/08/1980|
25698|Apache Creek|Stream|AZ|04|Greenlee|011|325204N|1091149W|32.867729|-109.197063|325649N|1090256W|32.94681|-109.04875|1070|3510|Sheldon|02/08/1980|06/28/2010
26530|Blue River|Stream|AZ|04|Greenlee|011|331233N|1091130W|33.2092294|-109.1917374|334311N|1090242W|33.719776|-109.0450718|1188|3898|Dix Creek|02/08/1980|
11803|Stateline Dam|Dam|AZ|04|Greenlee|011|323146N|1090300W|32.5295204|-109.0500589|||||1244|4081|Round Mountain|02/08/1980|
12398|Thompson Draw|Valley|AZ|04|Greenlee|011|323706N|1090323W|32.6184072|-109.0564493|323622N|1085648W|32.606187|-108.9467252|1179|3868|Round Mountain|02/08/1980|
960|Baker Canyon|Valley|AZ|04|Cochise|003|312048N|1090353W|31.346772|-109.0647765|312603N|1090222W|31.4342697|-109.0394991|1305|4281|Guadalupe Canyon|02/08/1980|
10858|San Simon Valley|Valley|AZ|04|Graham|009|324806N|1093758W|32.8017327|-109.6328555|313936N|1091659W|31.66|-109.2830556|909|2982|Safford|02/08/1980|09/24/2009
30578|Johnson Canyon|Valley|AZ|04|Greenlee|011|333806N|1090541W|33.6350549|-109.094795|334158N|1085807W|33.6994988|-108.9686806|1774|5820|Maness Peak|02/08/1980|
25468|Conner Draw|Valley|AZ|04|Apache|001|335615N|1090113W|33.9375517|-109.020353|335710N|1090207W|33.9527778|-109.0352778|2582|8471|Escudilla Mountain|10/01/1992|
32123|Mud Spring Canyon|Valley|AZ|04|Greenlee|011|332435N|1090050W|33.4097817|-109.0139567|332439N|1090320W|33.4108333|-109.0555556|1632|5354|Alma Mesa|02/08/1980|
11239|Shoe Game Wash|Stream|NM|35|San Juan|045|365532N|1085710W|36.925572|-108.952768|364808N|1090725W|36.8022217|-109.1237122|1430|4692|Sallies Spring|02/08/1980|06/28/2010
35887|Wampoo Wash|Stream|AZ|04|Greenlee|011|325352N|1090731W|32.8978453|-109.125343|325443N|1090136W|32.9119444|-109.0266667|1185|3888|York|02/08/1980|
25663|Antelope Creek|Stream|AZ|04|Greenlee|011|331051N|1090259W|33.1808974|-109.0497884|331046N|1085927W|33.179509|-108.9908978|1619|5312|Harden Cienega|02/08/1980|
25947|Banjo Canyon|Valley|AZ|04|Greenlee|011|332316N|1090249W|33.3878377|-109.0470131|332157N|1090511W|33.3658934|-109.0864585|1784|5853|Alma Mesa|02/08/1980|
