FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
28840|ELC Flat|Flat|AZ|04|Apache|001|335457N|1090314W|33.915885|-109.0539647|||||2542|8340|Escudilla Mountain|02/08/1980|
11432|Slick Rock Wash|Valley|AZ|04|Apache|001|354356N|1090404W|35.7322383|-109.0678714|354636N|1085641W|35.7766825|-108.9448131|2067|6781|Window Rock|02/08/1980|
9911|Railroad Wash|Stream|AZ|04|Greenlee|011|324144N|1090410W|32.6956277|-109.0695064|322904N|1085912W|32.4845222|-108.9867243|1122|3681|Duncan|02/08/1980|
31223|Long Canyon|Valley|AZ|04|Greenlee|011|332929N|1090424W|33.4914461|-109.0734043|332956N|1090224W|33.4988889|-109.04|1992|6535|Alma Mesa|02/08/1980|
26361|Bitter Creek|Stream|AZ|04|Greenlee|011|325015N|1091101W|32.8375678|-109.183677|325318N|1085720W|32.8884029|-108.9556169|1079|3540|Sheldon|02/08/1980|
1668|Blanco Canyon|Valley|AZ|04|Apache|001|343330N|1091111W|34.5584|-109.18627|343941N|1085508W|34.661417|-108.918972|1762|5781|Kearn Lake|02/08/1980|11/03/2010
23946|Sanostee Wash|Arroyo|NM|35|San Juan|045|362915N|1083420W|36.4875036|-108.5723058|362515N|1090332W|36.4208356|-109.0589859|1589|5213|Newcomb NE|06/27/1984|06/28/2010
10534|Round Mountain Draw|Valley|AZ|04|Greenlee|011|323441N|1090224W|32.5781307|-109.0400596|323022N|1091104W|32.5061857|-109.1845047|1201|3940|Round Mountain|02/08/1980|
32341|Noland Creek|Stream|AZ|04|Greenlee|011|333922N|1090528W|33.6561657|-109.0911839|334133N|1085944W|33.6925544|-108.9956257|1805|5922|Maness Peak|06/27/1984|
9803|Puerco River|Stream|AZ|04|Navajo|017|345320N|1100717W|34.8889155|-110.121509|353433N|1081052W|35.5758566|-108.181179|1555|5102|Sun Valley|02/08/1980|03/22/2011
27675|Citizen Canyon|Valley|AZ|04|Greenlee|011|331419N|1090300W|33.2386745|-109.0500667|331728N|1090032W|33.2911736|-109.008955|1281|4203|Harden Cienega|02/08/1980|
26990|Bullard Canyon|Valley|AZ|04|Greenlee|011|331542N|1090247W|33.2617297|-109.0464557|331919N|1090545W|33.3219444|-109.0958333|1400|4593|Maple Peak|02/08/1980|
401|Aguaje Draw|Valley|AZ|04|Apache|001|343417N|1091313W|34.5714281|-109.2203696|344308N|1085826W|34.7188|-108.9739|1750|5741|Kearn Lake|02/08/1980|01/14/2008
1448|Beclabito Wash|Stream|NM|35|San Juan|045|365422N|1085534W|36.9061086|-108.9262091|365044N|1090424W|36.8455547|-109.0734341|1438|4718|Sallies Spring|11/13/1980|
1500|Black Creek|Stream|AZ|04|Apache|001|351600N|1091402W|35.2666917|-109.2339842|355455N|1090150W|35.9152895|-109.0306499|1829|6001|Houck|02/08/1980|
28116|Coyote Creek|Stream|AZ|04|Apache|001|341815N|1092125W|34.304209|-109.3570366|335822N|1090234W|33.972829|-109.0428544|1840|6037|Lyman Lake|06/27/1984|
6362|Jaralosa Draw|Valley|AZ|04|Apache|001|344747N|1091048W|34.7964247|-109.1800926|343812N|1083252W|34.6367109|-108.5478478|1775|5823|Ceadro Spring|02/08/1980|
27102|Buzzard Canyon|Valley|NM|35|Catron|003|332238N|1085837W|33.3772828|-108.9770109|332042N|1090527W|33.3450606|-109.0909028|1615|5298|Alma|11/13/1980|
10081|Red Lake|Reservoir|NM|35|McKinley|031|355542N|1090227W|35.9284297|-109.0408581|||||2156|7073|Buell Park|02/08/1980|06/27/2013
36295|Winchester Canyon|Valley|AZ|04|Greenlee|011|325716N|1090257W|32.9545118|-109.0492306|325932N|1090022W|32.9922222|-109.0061111|1398|4587|Tillie Hall Peak|02/08/1980|
13210|Venadito Draw|Valley|AZ|04|Apache|001|345139N|1090331W|34.860869|-109.0586992|345032N|1084610W|34.8422606|-108.7695243|1835|6020|Ceadro Spring SE|02/08/1980|
27265|Canovas Creek|Stream|AZ|04|Apache|001|340332N|1090258W|34.0589386|-109.0495224|335941N|1090006W|33.9947734|-109.0017426|2289|7510|Loco Knoll|02/08/1980|
8950|Old Horseshoe Canyon|Valley|AZ|04|Cochise|003|322402N|1090248W|32.4006337|-109.0467247|322325N|1090408W|32.3902778|-109.0688889|1404|4606|Engine Mountain|02/08/1980|
13567|Wheatfields Creek|Stream|AZ|04|Apache|001|360813N|1091128W|36.1369499|-109.1912111|361903N|1090025W|36.3175039|-109.0070403|1960|6430|Lower Wheatfields|02/08/1980|
5971|Horse Mesa Creek|Stream|AZ|04|Apache|001|364121N|1090221W|36.6891668|-109.0392641|364540N|1090848W|36.7611109|-109.1467674|1664|5459|Horse Mesa|02/08/1980|
32612|Pace Creek|Stream|AZ|04|Apache|001|334455N|1090106W|33.7486646|-109.0184047|334829N|1090334W|33.8081083|-109.0595182|2020|6627|Maness Peak|02/08/1980|
11803|Stateline Dam|Dam|AZ|04|Greenlee|011|323146N|1090300W|32.5295204|-109.0500589|||||1244|4081|Round Mountain|02/08/1980|
27752|Coal Creek|Stream|AZ|04|Greenlee|011|331145N|1090833W|33.1958965|-109.1425691|330130N|1090238W|33.0250663|-109.0439533|1213|3980|Dix Creek|02/08/1980|
10138|Red Rock Valley|Basin|AZ|04|Apache|001|364113N|1090326W|36.6869445|-109.0573201|||||1696|5564|Horse Mesa|02/08/1980|
29744|Harden Cienega Creek|Stream|AZ|04|Greenlee|011|331203N|1090814W|33.2008965|-109.1372913|330706N|1090243W|33.1183983|-109.0453432|1213|3980|Dix Creek|02/08/1980|
2850|China Camp Canyon|Valley|AZ|04|Greenlee|011|324919N|1091018W|32.8220126|-109.1717321|325210N|1085930W|32.8695141|-108.9917288|1097|3599|Sheldon|02/08/1980|
21596|Crystal Creek|Stream|AZ|04|Apache|001|360449N|1090856W|36.0802778|-109.1488889|360504N|1085124W|36.0844536|-108.8567569|2175|7136|White Clay|06/27/1984|11/28/2008
25375|Bobcat Flat|Flat|AZ|04|Greenlee|011|334303N|1090256W|33.7175538|-109.0489608|||||1943|6375|Maness Peak|02/01/1992|
8080|Millsite Canyon|Valley|AZ|04|Cochise|003|322322N|1090149W|32.3895229|-109.0303355|322245N|1090318W|32.3791667|-109.055|1400|4593|Engine Mountain|02/08/1980|
3306|Cottonwood Canyon|Valley|AZ|04|Apache|001|342532N|1090048W|34.4255994|-109.0134148|341500N|1090202W|34.25|-109.0338889|1925|6316|Mesa Parada|02/08/1980|
26855|Buchanan Canyon|Valley|AZ|04|Greenlee|011|332045N|1085949W|33.3458945|-108.9970109|332027N|1090514W|33.340894|-109.0872915|1727|5666|Glenwood|02/08/1980|
25450|Doubtful Canyon|Valley|AZ|04|Cochise|003|322104N|1090514W|32.3511111|-109.0872222|322121N|1085627W|32.3559134|-108.94089|1674|5492|Doubtful Canyon|02/08/1980|12/13/2010
25452|Little Doubtful Canyon|Valley|NM|35|Hidalgo|023|322046N|1090241W|32.34619|-109.04478|322255N|1090441W|32.3820224|-109.0781139|1452|4764|Doubtful Canyon|02/08/1980|11/03/2010
10858|San Simon Valley|Valley|AZ|04|Graham|009|324806N|1093758W|32.8017327|-109.6328555|313936N|1091659W|31.66|-109.2830556|909|2982|Safford|02/08/1980|09/24/2009
32527|One Horn Canyon|Valley|AZ|04|Greenlee|011|331644N|1090218W|33.2789515|-109.0384002|331825N|1090323W|33.3069444|-109.0563889|1561|5121|Maple Peak|02/08/1980|
30578|Johnson Canyon|Valley|AZ|04|Greenlee|011|333806N|1090541W|33.6350549|-109.094795|334158N|1085807W|33.6994988|-108.9686806|1774|5820|Maness Peak|02/08/1980|
960|Baker Canyon|Valley|AZ|04|Cochise|003|312048N|1090353W|31.346772|-109.0647765|312603N|1090222W|31.4342697|-109.0394991|1305|4281|Guadalupe Canyon|02/08/1980|
13605|White Clay Spring Wash|Stream|AZ|04|Apache|001|354622N|1090336W|35.772793|-109.0600937|354825N|1085758W|35.8069593|-108.9662029|2086|6844|Fort Defiance|02/08/1980|
10905|Sand Wash|Stream|AZ|04|Greenlee|011|324555N|1090922W|32.7653472|-109.1561757|324939N|1090112W|32.8275701|-109.0200624|1097|3599|Sheldon|02/08/1980|
12079|Sycamore Creek|Stream|AZ|04|Cochise|003|312633N|1090803W|31.442602|-109.1342241|312654N|1090231W|31.4484359|-109.0419993|1337|4386|Million Dollar Tank|02/08/1980|
