FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
923779|Well Canyon|Valley|NM|35|Eddy|015|325719N|1044233W|32.955384|-104.7091374|325502N|1045005W|32.9173263|-104.8346954|1175|3855|Hope NW|11/13/1980|
931079|20003 Water Well|Well|NM|35|Eddy|015|321750N|1035313W|32.2973446|-103.8868781|||||966|3169|Remuda Basin|05/01/1994|
934004|Yucca Elementary School|School|NM|35|Eddy|015|325018N|1042410W|32.8384457|-104.4027407|||||1032|3386|Artesia|09/01/1992|
923752|Dutch Tank|Reservoir|NM|35|Eddy|015|325635N|1044702W|32.9429506|-104.7838221|||||1257|4124|Sagebrush Valley East|11/13/1980|06/24/2011
908988|Munson Reservation|Locale|NM|35|Eddy|015|320651N|1044055W|32.114279|-104.6818951|||||2019|6624|Gunsight Canyon|11/13/1980|
900726|Polk Ranch|Locale|NM|35|Eddy|015|322302N|1043707W|32.3839984|-104.6185716|||||1270|4167|Martha Creek|11/01/1992|
931891|05034 Water Well|Well|NM|35|Eddy|015|324844N|1042705W|32.8123346|-104.4513533|||||1061|3481|Artesia|05/01/1994|
914304|Mc Kitric Spring|Spring|NM|35|Eddy|015|322449N|1042110W|32.4136817|-104.352878|||||1069|3507|Carlsbad West|02/01/1993|04/19/2011
930040|05032 Water Well|Well|NM|35|Eddy|015|324925N|1042757W|32.8237232|-104.4657983|||||1076|3530|Artesia|05/01/1994|
901164|Farrell Ranch|Locale|NM|35|Eddy|015|320012N|1043430W|32.0034503|-104.5749469|||||1249|4098|Grapevine Draw|11/01/1992|
897427|North Seven Rivers|Stream|NM|35|Eddy|015|323448N|1042310W|32.5801145|-104.3860708|323903N|1043512W|32.6509441|-104.5866333|982|3222|Seven Rivers|11/13/1980|
938639|KATK-FM (Carlsbad)|Tower|NM|35|Eddy|015|322702N|1041249W|32.4506736|-104.2135602|||||956|3136|Carlsbad East|07/01/1994|
896227|Walnut Draw|Valley|NM|35|Eddy|015|324451N|1043808W|32.7476102|-104.6355234|324356N|1050435W|32.7323263|-105.0763644|1164|3819|Antelope Sink|11/13/1980|
890657|Kelly Well|Well|NM|35|Eddy|015|321113N|1040729W|32.1870657|-104.1246601|||||930|3051|Malaga|11/13/1980|
890709|King Ranch|Locale|NM|35|Eddy|015|321730N|1041644W|32.2917843|-104.2788357|||||1007|3304|Kitchen Cove|11/13/1980|
931952|12179 Water Well|Well|NM|35|Eddy|015|323645N|1040742W|32.6126177|-104.1282844|||||1003|3291|Angel Draw|05/01/1994|
932359|Goodnight-Loving Trail Historical Marker|Park|NM|35|Eddy|015|321710N|1040545W|32.2862317|-104.095773|||||930|3051|Loving|05/01/1994|
913376|Tule Lake|Lake|NM|35|Eddy|015|322045N|1043754W|32.3458165|-104.6316365|||||1291|4236|Red Bluff Draw|07/01/1992|06/24/2011
933753|Hodges-Sipple House Historic Site|Building|NM|35|Eddy|015|325032N|1042412W|32.8423345|-104.4032963|||||1030|3379|Artesia|08/01/1994|
894775|Sheep Draw Tank|Reservoir|NM|35|Eddy|015|321958N|1042413W|32.3328239|-104.4036524|||||1130|3707|Carnero Peak|11/13/1980|06/24/2011
902135|Gospel Assembly|Church|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|12/01/1992|
901985|Saint Edwards Catholic Church|Church|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|12/01/1992|
937515|Cass Post Office (historical)|Post Office|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|08/01/1993|
902475|Church of Christ-Fox and Lake|Church|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|01/01/1993|
902441|Church of Christ--South Side|Church|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|01/01/1993|
902439|Church Street Church of the Nazarene|Church|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|01/01/1993|
902501|Restoration Church|Church|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|01/01/1993|
902127|Calvary Assembly of God Church|Church|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|12/01/1992|
916590|Hobbs Highway Pit|Mine|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|06/01/1993|
901831|Hillcrest United Methodist Church|Church|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|12/01/1992|
937441|Reeds Ranch Post Office (historical)|Post Office|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|08/01/1993|
902087|Jesus Name Tabernacle|Church|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|12/01/1992|
901778|Cavern Baptist Church|Church|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|12/01/1992|
937602|Lookout Post Office (historical)|Post Office|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|08/01/1993|
